v1,v2
0,"['they', 'released', 'vday', 'shirts', 'and', 'when', 'u', 'put', 'it', 'on', 'it', 'makes', 'your', 'bottom', 'half', 'naked', 'instead', 'of', 'those', 'white', 'underwear']"
0,"['no', 'i', 'got', 'rumour', 'that', 'you', 'going', 'to', 'buy', 'apartment', 'in', 'chennai']"
0,"['normally', 'i', 'use', 'to', 'drink', 'more', 'water', 'daily']"
0,"['yup', 'next', 'stop']"
0,"['k', 'ill', 'drink', 'pa', 'then', 'what', 'doing', 'i', 'need', 'srs', 'model', 'pls', 'send', 'it', 'to', 'my', 'mail', 'id', 'pa']"
0,"['kent', 'vale', 'lor', 'ã', 'ã', 'wait', 'me', 'there', 'ar']"
1,"['you', 'have', 'won', 'as', 'a', 'valued', 'vodafone', 'customer', 'our', 'computer', 'has', 'picked', 'you', 'to', 'win', 'a', 'ã', 'â', 'prize', 'to', 'collect', 'is', 'easy', 'just', 'call']"
0,['anything']
0,"['i', 'thk', 'lor', 'but', 'dunno', 'can', 'get', 'tickets', 'a', 'not', 'wat', 'u', 'doing', 'now']"
0,"['how', 'about', 'clothes', 'jewelry', 'and', 'trips']"
0,"['oic', 'cos', 'me', 'n', 'my', 'sis', 'got', 'no', 'lunch', 'today', 'my', 'dad', 'went', 'out', 'so', 'dunno', 'whether', 'eat', 'in', 'sch', 'or', 'wat']"
0,"['just', 'getting', 'back', 'home']"
0,"['great', 'escape', 'i', 'fancy', 'the', 'bridge', 'but', 'needs', 'her', 'lager', 'see', 'you', 'tomo']"
0,"['ã', 'ã', 'dun', 'need', 'to', 'pick', 'ur', 'gf']"
1,"['private', 'your', 'account', 'statement', 'for', 'shows', 'un', 'redeemed', 's', 'i', 'm', 'points', 'call', 'identifier', 'code', 'expires']"
0,"['well', 'balls', 'time', 'to', 'make', 'calls']"
0,"['in', 'sch', 'but', 'neva', 'mind', 'u', 'eat', 'st', 'lor']"
0,"['what', 'happen', 'dear', 'tell', 'me']"
0,['ok']
1,"['loans', 'for', 'any', 'purpose', 'even', 'if', 'you', 'have', 'bad', 'credit', 'tenants', 'welcome', 'call', 'noworriesloans', 'com', 'on']"
0,"['oh', 'a', 'half', 'hour', 'is', 'much', 'longer', 'in', 'syria', 'than', 'canada', 'eh', 'wow', 'you', 'must', 'get', 'so', 'much', 'more', 'work', 'done', 'in', 'a', 'day', 'than', 'us', 'with', 'all', 'that', 'extra', 'time', 'grins']"
1,"['we', 'tried', 'to', 'contact', 'you', 're', 'our', 'offer', 'of', 'new', 'video', 'phone', 'anytime', 'any', 'network', 'mins', 'half', 'price', 'rental', 'camcorder', 'call', 'or', 'reply', 'for', 'delivery', 'wed']"
0,"['dai', 'i', 'downloaded', 'but', 'there', 'is', 'only', 'exe', 'file', 'which', 'i', 'can', 'only', 'run', 'that', 'exe', 'after', 'installing']"
0,"['sorry', 'i', 'll', 'call', 'later']"
0,"['fun', 'fact', 'although', 'you', 'would', 'think', 'armand', 'would', 'eventually', 'build', 'up', 'a', 'tolerance', 'or', 'some', 'shit', 'considering', 'how', 'much', 'he', 'smokes', 'he', 'gets', 'fucked', 'up', 'in', 'like', 'hits']"
0,"['but', 'i', 'dint', 'slept', 'in', 'afternoon']"
0,"['i', 'think', 'if', 'he', 'rule', 'tamilnadu', 'then', 'its', 'very', 'tough', 'for', 'our', 'people']"
0,"['you', 'are', 'right', 'though', 'i', 'can', 't', 'give', 'you', 'the', 'space', 'you', 'want', 'and', 'need', 'this', 'is', 'really', 'starting', 'to', 'become', 'an', 'issue', 'i', 'was', 'going', 'to', 'suggest', 'setting', 'a', 'definite', 'move', 'out', 'if', 'i', 'm', 'still', 'there', 'after', 'greece', 'but', 'maybe', 'you', 'are', 'ready', 'and', 'should', 'do', 'it', 'now']"
0,"['you', 'know', 'wot', 'people', 'wear', 't', 'shirts', 'jumpers', 'hat', 'belt', 'is', 'all', 'we', 'know', 'we', 'r', 'at', 'cribbs']"
0,"['aathi', 'where', 'are', 'you', 'dear']"
0,"['hey', 'what', 'are', 'you', 'doing', 'y', 'no', 'reply', 'pa']"
0,"['well', 'its', 'not', 'like', 'you', 'actually', 'called', 'someone', 'a', 'punto', 'that', 'woulda', 'been', 'worse']"
0,"['alright', 'i', 'll', 'head', 'out', 'in', 'a', 'few', 'minutes', 'text', 'me', 'where', 'to', 'meet', 'you']"
0,"['send', 'me', 'the', 'new', 'number']"
0,"['take', 'us', 'out', 'shopping', 'and', 'mark', 'will', 'distract', 'isaiah', 'd']"
1,"['urgent', 'please', 'call', 'from', 'a', 'landline', 'ã', 'â', 'cash', 'or', 'a', 'holiday', 'await', 'collection', 't', 'cs', 'sae', 'po', 'box', 'mxy']"
0,"['mmmmm', 'i', 'loved', 'waking', 'to', 'your', 'words', 'this', 'morning', 'i', 'miss', 'you', 'too', 'my', 'love', 'i', 'hope', 'your', 'day', 'goes', 'well', 'and', 'you', 'are', 'happy', 'i', 'wait', 'for', 'us', 'to', 'be', 'together', 'again']"
0,"['just', 'wanted', 'to', 'say', 'holy', 'shit', 'you', 'guys', 'weren', 't', 'kidding', 'about', 'this', 'bud']"
0,"['jus', 'finish', 'blowing', 'my', 'hair', 'u', 'finish', 'dinner', 'already']"
0,"['tell', 'your', 'friends', 'what', 'you', 'plan', 'to', 'do', 'on', 'valentines', 'day', 'lt', 'url', 'gt']"
0,"['i', 'cant', 'keep', 'talking', 'to', 'people', 'if', 'am', 'not', 'sure', 'i', 'can', 'pay', 'them', 'if', 'they', 'agree', 'to', 'price', 'so', 'pls', 'tell', 'me', 'what', 'you', 'want', 'to', 'really', 'buy', 'and', 'how', 'much', 'you', 'are', 'willing', 'to', 'pay']"
0,"['well', 'then', 'you', 'have', 'a', 'great', 'weekend']"
0,"['neft', 'transaction', 'with', 'reference', 'number', 'lt', 'gt', 'for', 'rs', 'lt', 'decimal', 'gt', 'has', 'been', 'credited', 'to', 'the', 'beneficiary', 'account', 'on', 'lt', 'gt', 'at', 'lt', 'time', 'gt', 'lt', 'gt']"
0,"['aiyar', 'dun', 'disturb', 'u', 'liao', 'thk', 'u', 'have', 'lots', 'do', 'aft', 'ur', 'cupboard', 'come']"
0,"['why', 'did', 'i', 'wake', 'up', 'on', 'my', 'own', 'gt']"
1,"['tddnewsletter', 'emc', 'co', 'uk', 'more', 'games', 'from', 'thedailydraw', 'dear', 'helen', 'dozens', 'of', 'free', 'games', 'with', 'great', 'prizeswith']"
0,"['after', 'my', 'work', 'ah', 'den', 'plus', 'lor', 'u', 'workin', 'oso', 'rite', 'den', 'go', 'orchard', 'lor', 'no', 'other', 'place', 'to', 'go', 'liao']"
0,"['how', 'come', 'guoyang', 'go', 'n', 'tell', 'her', 'then', 'u', 'told', 'her']"
1,"['days', 'to', 'euro', 'kickoff', 'u', 'will', 'be', 'kept', 'informed', 'of', 'all', 'the', 'latest', 'news', 'and', 'results', 'daily', 'unsubscribe', 'send', 'get', 'euro', 'stop', 'to']"
1,['ringtoneking']
0,"['ok', 'i', 'll', 'do', 'you', 'right', 'later']"
0,"['first', 'answer', 'my', 'question']"
0,"['yup', 'no', 'need', 'i', 'll', 'jus', 'wait', 'e', 'rain', 'stop']"
0,"['pls', 'speak', 'with', 'me', 'i', 'wont', 'ask', 'anything', 'other', 'then', 'you', 'friendship']"
0,"['sorry', 'i', 'll', 'call', 'later']"
0,"['true', 'it', 'is', 'passable', 'and', 'if', 'you', 'get', 'a', 'high', 'score', 'and', 'apply', 'for', 'phd', 'you', 'get', 'years', 'of', 'salary', 'so', 'it', 'makes', 'life', 'easier']"
0,"['aiyah', 'e', 'rain', 'like', 'quite', 'big', 'leh', 'if', 'drizzling', 'i', 'can', 'at', 'least', 'run', 'home']"
0,"['you', 'should', 'get', 'more', 'chicken', 'broth', 'if', 'you', 'want', 'ramen', 'unless', 'there', 's', 'some', 'i', 'don', 't', 'know', 'about']"
1,"['free', 'for', 'st', 'week', 'no', 'nokia', 'tone', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'nokia', 'to', 'get', 'txting', 'and', 'tell', 'ur', 'mates', 'www', 'getzed', 'co', 'uk', 'pobox', 'w', 'wq', 'norm', 'p', 'tone']"
0,"['hurt', 'me', 'tease', 'me', 'make', 'me', 'cry', 'but', 'in', 'the', 'end', 'of', 'my', 'life', 'when', 'i', 'die', 'plz', 'keep', 'one', 'rose', 'on', 'my', 'grave', 'and', 'say', 'stupid', 'i', 'miss', 'u', 'have', 'a', 'nice', 'day', 'bslvyl']"
0,"['and', 'i', 'don', 't', 'plan', 'on', 'staying', 'the', 'night', 'but', 'i', 'prolly', 'won', 't', 'be', 'back', 'til', 'late']"
0,"['now', 'only', 'i', 'reached', 'home', 'i', 'am', 'very', 'tired', 'now', 'i', 'will', 'come', 'tomorro']"
0,"['all', 'day', 'working', 'day', 'except', 'saturday', 'and', 'sunday']"
0,"['ã', 'ã', 'wait', 'me', 'in', 'sch', 'i', 'finish', 'ard']"
1,"['congrats', 'mobile', 'g', 'videophones', 'r', 'yours', 'call', 'now', 'videochat', 'wid', 'ur', 'mates', 'play', 'java', 'games', 'dload', 'polyph', 'music', 'noline', 'rentl', 'bx', 'ip', 'we', 'p']"
0,"['thank', 'you', 'so', 'much', 'when', 'we', 'skyped', 'wit', 'kz', 'and', 'sura', 'we', 'didnt', 'get', 'the', 'pleasure', 'of', 'your', 'company', 'hope', 'you', 'are', 'good', 'we', 've', 'given', 'you', 'ultimatum', 'oh', 'we', 'are', 'countin', 'down', 'to', 'aburo', 'enjoy']"
1,"['u', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', 'make', 'contact', 'with', 'u', 'find', 'out', 'who', 'they', 'r', 'reveal', 'who', 'thinks', 'ur', 'so', 'special', 'call', 'on']"
0,"['sending', 'you', 'greetings', 'of', 'joy', 'and', 'happiness', 'do', 'have', 'a', 'gr', 'evening']"
0,"['for', 'many', 'things', 'its', 'an', 'antibiotic', 'and', 'it', 'can', 'be', 'used', 'for', 'chest', 'abdomen', 'and', 'gynae', 'infections', 'even', 'bone', 'infections']"
0,"['i', 'am', 'thinking', 'of', 'going', 'down', 'to', 'reg', 'for', 'pract', 'lessons', 'flung', 'my', 'advance', 'haha', 'wat', 'time', 'u', 'going']"
0,"['pls', 'speak', 'to', 'that', 'customer', 'machan']"
0,"['but', 'you', 'dint', 'in', 'touch', 'with', 'me']"
0,"['are', 'you', 'up', 'for', 'the', 'challenge', 'i', 'know', 'i', 'am']"
0,"['oh', 'my', 'god', 'i', 'm', 'almost', 'home']"
0,"['good', 'morning', 'at', 'the', 'repair', 'shop', 'the', 'only', 'reason', 'i', 'm', 'up', 'at', 'this', 'hour']"
0,"['hi', 'frnd', 'which', 'is', 'best', 'way', 'to', 'avoid', 'missunderstding', 'wit', 'our', 'beloved', 'one', 's']"
0,"['and', 'how', 's', 'your', 'husband']"
0,"['dear', 'are', 'you', 'angry', 'i', 'was', 'busy', 'dear']"
0,"['its', 'so', 'common', 'hearin', 'how', 'r', 'u', 'wat', 'r', 'u', 'doing', 'how', 'was', 'ur', 'day', 'so', 'let', 'me', 'ask', 'u', 'something', 'different', 'did', 'u', 'smile', 'today', 'if', 'not', 'do', 'it', 'now', 'gud', 'evng']"
0,"['wat', 'r', 'u', 'doing']"
0,"['how', 'come', 'she', 'can', 'get', 'it', 'should', 'b', 'quite', 'diff', 'to', 'guess', 'rite']"
0,"['wishing', 'you', 'and', 'your', 'family', 'merry', 'x', 'mas', 'and', 'happy', 'new', 'year', 'in', 'advance']"
0,"['ok', 'i', 'vl', 'do', 'u', 'know', 'i', 'got', 'adsense', 'approved']"
0,"['siva', 'is', 'in', 'hostel', 'aha']"
0,"['we', 'still', 'on', 'for', 'tonight']"
1,"['do', 'you', 'want', 'a', 'new', 'video', 'handset', 'any', 'time', 'any', 'network', 'mins', 'unlimited', 'text', 'camcorder', 'reply', 'or', 'call', 'now', 'for', 'del', 'sat', 'am']"
0,"['just', 'curious', 'because', 'my', 'cuz', 'asked', 'what', 'i', 'was', 'up', 'to']"
1,"['loan', 'for', 'any', 'purpose', 'ã', 'â', 'ã', 'â', 'homeowners', 'tenants', 'welcome', 'have', 'you', 'been', 'previously', 'refused', 'we', 'can', 'still', 'help', 'call', 'free', 'or', 'text', 'back', 'help']"
0,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'it', 'seriously', 'coz', 'being', 'angry', 'is', 'd', 'most', 'childish', 'n', 'true', 'way', 'of', 'showing', 'deep', 'affection', 'care', 'n', 'luv', 'kettoda', 'manda', 'have', 'nice', 'day', 'da']"
0,"['i', 'm', 'good', 'have', 'you', 'registered', 'to', 'vote']"
0,"['designation', 'is', 'software', 'developer', 'and', 'may', 'be', 'she', 'get', 'chennai']"
0,"['din', 'i', 'tell', 'u', 'jus', 'now']"
0,"['urgh', 'coach', 'hot', 'smells', 'of', 'chip', 'fat', 'thanks', 'again', 'especially', 'for', 'the', 'duvet', 'not', 'a', 'predictive', 'text', 'word']"
0,"['tell', 'dear', 'what', 'happen', 'to', 'you', 'why', 'you', 'talking', 'to', 'me', 'like', 'an', 'alian']"
0,"['get', 'me', 'out', 'of', 'this', 'dump', 'heap', 'my', 'mom', 'decided', 'to', 'come', 'to', 'lowes', 'boring']"
0,"['my', 'new', 'years', 'eve', 'was', 'ok', 'i', 'went', 'to', 'a', 'party', 'with', 'my', 'boyfriend', 'who', 'is', 'this', 'si', 'then', 'hey']"
1,"['you', 'have', 'an', 'important', 'customer', 'service', 'announcement', 'from', 'premier']"
0,"['it', 's', 'ok', 'i', 'noe', 'u', 're', 'busy', 'but', 'i', 'm', 'really', 'too', 'bored', 'so', 'i', 'msg', 'u', 'i', 'oso', 'dunno', 'wat', 'colour', 'she', 'choose', 'me', 'one']"
0,"['what', 's', 'a', 'feathery', 'bowa', 'is', 'that', 'something', 'guys', 'have', 'that', 'i', 'don', 't', 'know', 'about']"
1,"['rt', 'king', 'pro', 'video', 'club', 'need', 'help', 'info', 'ringtoneking', 'co', 'uk', 'or', 'call', 'you', 'must', 'be', 'club', 'credits', 'redeemable', 'at', 'www', 'ringtoneking', 'co', 'uk', 'enjoy']"
0,"['k', 'da', 'how', 'many', 'page', 'you', 'want']"
0,"['so', 'how', 's', 'scotland', 'hope', 'you', 'are', 'not', 'over', 'showing', 'your', 'jjc', 'tendencies', 'take', 'care', 'live', 'the', 'dream']"
1,"['you', 'have', 'won', 'a', 'guaranteed', 'ã', 'â', 'cash', 'or', 'a', 'ã', 'â', 'prize', 'to', 'claim', 'yr', 'prize', 'call', 'our', 'customer', 'service', 'representative', 'on']"
0,"['all', 'done', 'all', 'handed', 'in', 'celebrations', 'in', 'full', 'swing', 'yet']"
0,"['i', 'only', 'haf', 'msn', 'it', 's', 'yijue', 'hotmail', 'com']"
0,"['dude', 'just', 'saw', 'a', 'parked', 'car', 'with', 'its', 'sunroof', 'popped', 'up', 'sux']"
0,"['helloooo', 'wake', 'up', 'sweet', 'morning', 'welcomes', 'you', 'enjoy', 'this', 'day', 'with', 'full', 'of', 'joy', 'gud', 'mrng']"
0,"['cuz', 'ibored', 'and', 'don', 'wanna', 'study']"
0,"['hey', 'there', 's', 'veggie', 'pizza']"
0,"['can', 'you', 'please', 'ask', 'macho', 'what', 'his', 'price', 'range', 'is', 'does', 'he', 'want', 'something', 'new', 'or', 'used', 'plus', 'it', 'he', 'only', 'interfued', 'in', 'the', 'blackberry', 'bold', 'lt', 'gt', 'or', 'any', 'bb']"
0,"['hey', 'j', 'r', 'u', 'feeling', 'any', 'better']"
0,"['ok', 'then', 'no', 'need', 'to', 'tell', 'me', 'anything', 'i', 'am', 'going', 'to', 'sleep', 'good', 'night']"
0,"['do', 'you', 'know', 'why', 'god', 'created', 'gap', 'between', 'your', 'fingers', 'so', 'that', 'one', 'who', 'is', 'made', 'for', 'you', 'comes', 'amp', 'fills', 'those', 'gaps', 'by', 'holding', 'your', 'hand', 'with', 'love']"
0,"['let', 'me', 'know', 'how', 'it', 'changes', 'in', 'the', 'next', 'hrs', 'it', 'can', 'even', 'be', 'appendix', 'but', 'you', 'are', 'out', 'of', 'that', 'age', 'range', 'however', 'its', 'not', 'impossible', 'so', 'just', 'chill', 'and', 'let', 'me', 'know', 'in', 'hrs']"
0,"['is', 'avatar', 'supposed', 'to', 'have', 'subtoitles']"
0,"['how', 'much', 'is', 'torch', 'in', 'ja']"
0,"['ok', 'now', 'i', 'am', 'in', 'bus', 'if', 'i', 'come', 'soon', 'i', 'will', 'come', 'otherwise', 'tomorrow']"
0,"['lor', 'change', 'suntec', 'wat', 'time', 'u', 'coming']"
0,"['message', 'from', 'i', 'am', 'at', 'truro', 'hospital', 'on', 'ext', 'you', 'can', 'phone', 'me', 'here', 'as', 'i', 'have', 'a', 'phone', 'by', 'my', 'side']"
1,"['congratulations', 'ur', 'awarded', 'either', 'a', 'yrs', 'supply', 'of', 'cds', 'from', 'virgin', 'records', 'or', 'a', 'mystery', 'gift', 'guaranteed', 'call', 'ts', 'cs', 'www', 'smsco', 'net', 'ã', 'â', 'pm', 'approx', 'mins']"
1,"['u', 'are', 'subscribed', 'to', 'the', 'best', 'mobile', 'content', 'service', 'in', 'the', 'uk', 'for', 'ã', 'â', 'per', 'days', 'until', 'you', 'send', 'stop', 'to', 'helpline']"
1,"['urgent', 'call', 'from', 'landline', 'your', 'complementary', 'tenerife', 'holiday', 'or', 'ã', 'â', 'cash', 'await', 'collection', 'sae', 't', 'cs', 'po', 'box', 'wa', 'px', 'ppm', 'sender', 'hol', 'offer']"
0,"['there', 'are', 'no', 'other', 'charges', 'after', 'transfer', 'charges', 'and', 'you', 'can', 'withdraw', 'anyhow', 'you', 'like']"
0,"['here', 'is', 'my', 'new', 'address', 'apples', 'pairs', 'all', 'that', 'malarky']"
0,"['no', 'problem', 'how', 'are', 'you', 'doing']"
0,"['i', 'm', 'vivek', 'i', 'got', 'call', 'from', 'your', 'number']"
0,"['aight', 'ill', 'get', 'on', 'fb', 'in', 'a', 'couple', 'minutes']"
0,"['k', 'wait', 'chikku', 'il', 'send', 'aftr', 'lt', 'gt', 'mins']"
1,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'a', 'top', 'sony', 'dvd', 'player', 'if', 'u', 'know', 'which', 'country', 'liverpool', 'played', 'in', 'mid', 'week', 'txt', 'ansr', 'to', 'ã', 'â', 'sp', 'tyrone']"
0,"['also', 'tell', 'him', 'i', 'said', 'happy', 'birthday']"
0,"['i', 'm', 'in', 'a', 'meeting', 'call', 'me', 'later', 'at']"
0,"['any', 'chance', 'you', 'might', 'have', 'had', 'with', 'me', 'evaporated', 'as', 'soon', 'as', 'you', 'violated', 'my', 'privacy', 'by', 'stealing', 'my', 'phone', 'number', 'from', 'your', 'employer', 's', 'paperwork', 'not', 'cool', 'at', 'all', 'please', 'do', 'not', 'contact', 'me', 'again', 'or', 'i', 'will', 'report', 'you', 'to', 'your', 'supervisor']"
0,"['hope', 'you', 'are', 'having', 'a', 'good', 'week', 'just', 'checking', 'in']"
0,"['derp', 'which', 'is', 'worse', 'a', 'dude', 'who', 'always', 'wants', 'to', 'party', 'or', 'a', 'dude', 'who', 'files', 'a', 'complaint', 'about', 'the', 'three', 'drug', 'abusers', 'he', 'lives', 'with']"
0,"['well', 'i', 'was', 'about', 'to', 'give', 'up', 'cos', 'they', 'all', 'said', 'no', 'they', 'didnâ', 'ã', 'ã', 't', 'do', 'one', 'nighters', 'i', 'persevered', 'and', 'found', 'one', 'but', 'it', 'is', 'very', 'cheap', 'so', 'i', 'apologise', 'in', 'advance', 'it', 'is', 'just', 'somewhere', 'to', 'sleep', 'isnt', 'it']"
0,"['hows', 'the', 'champ', 'just', 'leaving', 'glasgow']"
0,"['that', 's', 'necessarily', 'respectful']"
0,"['dude', 'how', 'do', 'you', 'like', 'the', 'buff', 'wind']"
0,"['yeah', 'that', 's', 'the', 'impression', 'i', 'got']"
0,"['i', 'think', 'steyn', 'surely', 'get', 'one', 'wicket']"
0,"['havent', 'mus', 'ask', 'if', 'u', 'can', 'st', 'wat', 'of', 'meet', 'lunch', 'den', 'u', 'n', 'him', 'meet', 'can', 'already', 'lor', 'or', 'u', 'wan', 'go', 'ask', 'da', 'ge', 'st', 'then', 'confirm', 'w', 'me', 'asap']"
0,"['when', 'you', 'are', 'big', 'god', 'will', 'bring', 'success']"
0,"['and', 'of', 'course', 'you', 'should', 'make', 'a', 'stink']"
0,"['total', 'video', 'converter', 'free', 'download', 'type', 'this', 'in', 'google', 'search']"
0,"['me', 'too', 'mark', 'is', 'taking', 'forever', 'to', 'pick', 'up', 'my', 'prescription', 'and', 'the', 'pain', 'is', 'coming', 'back']"
0,"['hey', 'congrats', 'u', 'id', 'luv', 'but', 'ive', 'had', 'go', 'home']"
0,"['i', 've', 'not', 'called', 'you', 'in', 'a', 'while', 'this', 'is', 'hoping', 'it', 'was', 'lr', 'malaria', 'and', 'that', 'you', 'know', 'that', 'we', 'miss', 'you', 'guys', 'i', 'miss', 'bani', 'big', 'so', 'pls', 'give', 'her', 'my', 'love', 'especially', 'have', 'a', 'great', 'day']"
0,"['we', 'confirm', 'eating', 'at', 'esplanade']"
0,"['my', 'phone']"
1,"['tone', 'club', 'your', 'subs', 'has', 'now', 'expired', 're', 'sub', 'reply', 'monoc', 'monos', 'or', 'polyc', 'polys', 'weekly', 'p', 'per', 'week', 'txt', 'stop', 'stop', 'this', 'msg', 'free', 'stream']"
0,"['tomarrow', 'final', 'hearing', 'on', 'my', 'laptop', 'case', 'so', 'i', 'cant']"
0,"['can', 'a', 'not']"
0,"['how', 'have', 'your', 'little', 'darlings', 'been', 'so', 'far', 'this', 'week', 'need', 'a', 'coffee', 'run', 'tomo', 'can', 't', 'believe', 'it', 's', 'that', 'time', 'of', 'week', 'already', 'â', 'ã', '_']"
0,"['cab', 'is', 'available', 'they', 'pick', 'up', 'and', 'drop', 'at', 'door', 'steps']"
0,"['do', 'we', 'have', 'any', 'spare', 'power', 'supplies']"
0,"['water', 'logging', 'in', 'desert', 'geoenvironmental', 'implications']"
0,"['i', 'want', 'to', 'be', 'inside', 'you', 'every', 'night']"
0,"['argh', 'why', 'the', 'fuck', 'is', 'nobody', 'in', 'town', '_']"
0,"['hope', 'you', 'are', 'feeling', 'great', 'pls', 'fill', 'me', 'in', 'abiola']"
0,"['he', 'didn', 't', 'see', 'his', 'shadow', 'we', 'get', 'an', 'early', 'spring', 'yay']"
0,"['oh', 'really', 'did', 'you', 'make', 'it', 'on', 'air', 'what', 's', 'your', 'talent']"
0,"['also', 'track', 'down', 'any', 'lighters', 'you', 'can', 'find']"
0,"['k', 'k', 'why', 'cant', 'you', 'come', 'here', 'and', 'search', 'job']"
1,"['hey', 'boys', 'want', 'hot', 'xxx', 'pics', 'sent', 'direct', 'ur', 'phone', 'txt', 'porn', 'to', 'hrs', 'free', 'and', 'then', 'just', 'p', 'per', 'day', 'to', 'stop', 'text', 'stopbcm', 'sf', 'wcnxx']"
0,"['have', 'you', 'not', 'finished', 'work', 'yet', 'or', 'something']"
0,"['hope', 'you', 'are', 'having', 'a', 'great', 'day']"
0,"['now', 'that', 'you', 'have', 'started', 'dont', 'stop', 'just', 'pray', 'for', 'more', 'good', 'ideas', 'and', 'anything', 'i', 'see', 'that', 'can', 'help', 'you', 'guys', 'i', 'll', 'forward', 'you', 'a', 'link']"
0,"['no', 'did', 'you', 'multimedia', 'message', 'them', 'or', 'e', 'mail']"
0,"['lol', 'yes', 'but', 'it', 'will', 'add', 'some', 'spice', 'to', 'your', 'day']"
0,"['ã', 'ã', 'eatin', 'later', 'but', 'i', 'm', 'eatin', 'wif', 'my', 'frens', 'now', 'lei', 'ã', 'ã', 'going', 'home', 'first']"
0,"['there', 'generally', 'isn', 't', 'one', 'it', 's', 'an', 'uncountable', 'noun', 'u', 'in', 'the', 'dictionary', 'pieces', 'of', 'research']"
0,"['shuhui', 'say', 'change', 'suntec', 'steamboat', 'u', 'noe', 'where', 'where', 'r', 'u', 'now']"
0,"['guess', 'who', 'spent', 'all', 'last', 'night', 'phasing', 'in', 'and', 'out', 'of', 'the', 'fourth', 'dimension']"
0,"['also', 'north', 'carolina', 'and', 'texas', 'atm', 'you', 'would', 'just', 'go', 'to', 'the', 'gre', 'site', 'and', 'pay', 'for', 'the', 'test', 'results', 'to', 'be', 'sent']"
0,"['thk', 'shld', 'b', 'can', 'ya', 'i', 'wana', 'go', 'lessons', 'haha', 'can', 'go', 'for', 'one', 'whole', 'stretch']"
0,"['you', 'please', 'give', 'us', 'connection', 'today', 'itself', 'before', 'lt', 'decimal', 'gt', 'or', 'refund', 'the', 'bill']"
0,"['okay', 'but', 'i', 'thought', 'you', 'were', 'the', 'expert']"
0,"['just', 'taste', 'fish', 'curry', 'p']"
0,"['then', 'u', 'ask', 'darren', 'go', 'n', 'pick', 'u', 'lor', 'but', 'i', 'oso', 'sian', 'tmr', 'haf', 'meet', 'lect']"
0,"['it', 'didnt', 'work', 'again', 'oh', 'ok', 'goodnight', 'then', 'i', 'll', 'fix', 'and', 'have', 'it', 'ready', 'by', 'the', 'time', 'you', 'wake', 'up', 'you', 'are', 'very', 'dearly', 'missed', 'have', 'a', 'good', 'night', 'sleep']"
0,"['i', 'shall', 'book', 'chez', 'jules', 'for', 'half', 'eight', 'if', 'that', 's', 'ok', 'with', 'you']"
0,"['will', 'do', 'was', 'exhausted', 'on', 'train', 'this', 'morning', 'too', 'much', 'wine', 'and', 'pie', 'you', 'sleep', 'well', 'too']"
0,"['cos', 'i', 'was', 'out', 'shopping', 'wif', 'darren', 'jus', 'now', 'n', 'i', 'called', 'him', 'ask', 'wat', 'present', 'he', 'wan', 'lor', 'then', 'he', 'started', 'guessing', 'who', 'i', 'was', 'wif', 'n', 'he', 'finally', 'guessed', 'darren', 'lor']"
0,"['i', 'll', 'get', 'there', 'at', 'unless', 'you', 'guys', 'want', 'me', 'to', 'come', 'some', 'time', 'sooner']"
0,"['pls', 'tell', 'nelson', 'that', 'the', 'bb', 's', 'are', 'no', 'longer', 'comin', 'the', 'money', 'i', 'was', 'expecting', 'aint', 'coming']"
0,"['omg', 'if', 'its', 'not', 'one', 'thing', 'its', 'another', 'my', 'cat', 'has', 'worms', 'when', 'does', 'this', 'bad', 'day', 'end']"
1,"['reply', 'to', 'win', 'ã', 'â', 'weekly', 'what', 'professional', 'sport', 'does', 'tiger', 'woods', 'play', 'send', 'stop', 'to', 'to', 'end', 'service']"
0,"['yo', 'the', 'game', 'almost', 'over', 'want', 'to', 'go', 'to', 'walmart', 'soon']"
1,"['between', 'am', 'pm', 'cost', 'p']"
0,"['i', 'don', 't', 'think', 'he', 'has', 'spatula', 'hands']"
0,"['ok', 'i', 'will', 'tell', 'her', 'to', 'stay', 'out', 'yeah', 'its', 'been', 'tough', 'but', 'we', 'are', 'optimistic', 'things', 'will', 'improve', 'this', 'month']"
0,"['i', 'm', 'at', 'home', 'please', 'call']"
0,"['wife', 'how', 'she', 'knew', 'the', 'time', 'of', 'murder', 'exactly']"
0,"['the', 'fact', 'that', 'you', 're', 'cleaning', 'shows', 'you', 'know', 'why', 'i', 'm', 'upset', 'your', 'priority', 'is', 'constantly', 'what', 'i', 'want', 'to', 'do']"
0,"['as', 'per', 'your', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'has', 'been', 'set', 'as', 'your', 'callertune', 'for', 'all', 'callers', 'press', 'to', 'copy', 'your', 'friends', 'callertune']"
0,"['oh', 'yah', 'we', 'never', 'cancel', 'leh', 'haha']"
0,"['have', 'got', 'few', 'things', 'to', 'do', 'may', 'be', 'in', 'pub', 'later']"
0,"['boo', 'what', 'time', 'u', 'get', 'out', 'u', 'were', 'supposed', 'to', 'take', 'me', 'shopping', 'today']"
